PRESIDENT 2000
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Georgia,20001107,N/A,BRANTLEY,County,"4,566","3,118","Bush, George W.",Challenger,"1,372","Gore, Albert Jr.",Challenger,Green,5,"Nader, Ralph",Challenger,71,"1,746",R,68.29,30.05,.11,1.55,69.44,30.56,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,BROOKS,County,"4,551","2,406","Bush, George W.",Challenger,"2,096","Gore, Albert Jr.",Challenger,Green,12,"Nader, Ralph",Challenger,37,310,R,52.87,46.06,.26,.81,53.44,46.56,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,BRYAN,County,"7,059","4,835","Bush, George W.",Challenger,"2,172","Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,52,"2,663",R,68.49,30.77,.00,.74,69.00,31.00,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,BULLOCH,County,"14,782","8,990","Bush, George W.",Challenger,"5,561","Gore, Albert Jr.",Challenger,Green,137,"Nader, Ralph",Challenger,94,"3,429",R,60.82,37.62,.93,.64,61.78,38.22,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,BURKE,County,"7,135","3,381","Bush, George W.",Challenger,"3,720","Gore, Albert Jr.",Challenger,Green,7,"Nader, Ralph",Challenger,27,339,D,47.39,52.14,.10,.38,47.61,52.39,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,BUTTS,County,"5,635","3,198","Bush, George W.",Challenger,"2,281","Gore, Albert Jr.",Challenger,Green,8,"Nader, Ralph",Challenger,148,917,R,56.75,40.48,.14,2.63,58.37,41.63,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CALHOUN,County,"1,887",768,"Bush, George W.",Challenger,"1,107","Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,12,339,D,40.70,58.66,.00,.64,40.96,59.04,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CAMDEN,County,"10,119","6,371","Bush, George W.",Challenger,"3,636","Gore, Albert Jr.",Challenger,Green,10,"Nader, Ralph",Challenger,102,"2,735",R,62.96,35.93,.10,1.01,63.67,36.33,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CANDLER,County,"2,722","1,643","Bush, George W.",Challenger,"1,053","Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,26,590,R,60.36,38.68,.00,.96,60.94,39.06,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CARROLL,County,"25,741","16,326","Bush, George W.",Challenger,"8,752","Gore, Albert Jr.",Challenger,Green,157,"Nader, Ralph",Challenger,506,"7,574",R,63.42,34.00,.61,1.97,65.10,34.90,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CATOOSA,County,"17,721","12,033","Bush, George W.",Challenger,"5,470","Gore, Albert Jr.",Challenger,Green,66,"Nader, Ralph",Challenger,152,"6,563",R,67.90,30.87,.37,.86,68.75,31.25,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CHARLTON,County,"2,816","1,770","Bush, George W.",Challenger,"1,015","Gore, Albert Jr.",Challenger,Green,5,"Nader, Ralph",Challenger,26,755,R,62.86,36.04,.18,.92,63.55,36.45,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CHATHAM,County,"76,475","37,847","Bush, George W.",Challenger,"37,590","Gore, Albert Jr.",Challenger,Green,596,"Nader, Ralph",Challenger,442,257,R,49.49,49.15,.78,.58,50.17,49.83,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CHATTAHOOCHEE,County,"1,207",590,"Bush, George W.",Challenger,600,"Gore, Albert Jr.",Challenger,Green,4,"Nader, Ralph",Challenger,13,10,D,48.88,49.71,.33,1.08,49.58,50.42,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CHATTOOGA,County,"6,477","3,640","Bush, George W.",Challenger,"2,729","Gore, Albert Jr.",Challenger,Green,5,"Nader, Ralph",Challenger,103,911,R,56.20,42.13,.08,1.59,57.15,42.85,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CHEROKEE,County,"52,348","38,033","Bush, George W.",Challenger,"12,295","Gore, Albert Jr.",Challenger,Green,306,"Nader, Ralph",Challenger,"1,714","25,738",R,72.65,23.49,.58,3.27,75.57,24.43,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CLARKE,County,"28,904","11,850","Bush, George W.",Challenger,"15,167","Gore, Albert Jr.",Challenger,Green,"1,247","Nader, Ralph",Challenger,640,"3,317",D,41.00,52.47,4.31,2.21,43.86,56.14,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CLAY,County,"1,277",448,"Bush, George W.",Challenger,821,"Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,8,373,D,35.08,64.29,.00,.63,35.30,64.70,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CLAYTON,County,"61,402","19,966","Bush, George W.",Challenger,"40,042","Gore, Albert Jr.",Challenger,Green,176,"Nader, Ralph",Challenger,"1,218","20,076",D,32.52,65.21,.29,1.98,33.27,66.73,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CLINCH,County,"1,929","1,091","Bush, George W.",Challenger,816,"Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,22,275,R,56.56,42.30,.00,1.14,57.21,42.79,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COBB,County,"235,027","140,494","Bush, George W.",Challenger,"86,676","Gore, Albert Jr.",Challenger,Green,"2,134","Nader, Ralph",Challenger,"5,723","53,818",R,59.78,36.88,.91,2.44,61.85,38.15,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COFFEE,County,"9,430","5,756","Bush, George W.",Challenger,"3,593","Gore, Albert Jr.",Challenger,Green,8,"Nader, Ralph",Challenger,73,"2,163",R,61.04,38.10,.08,.77,61.57,38.43,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COLQUITT,County,"9,972","6,589","Bush, George W.",Challenger,"3,297","Gore, Albert Jr.",Challenger,Green,5,"Nader, Ralph",Challenger,81,"3,292",R,66.08,33.06,.05,.81,66.65,33.35,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COLUMBIA,County,"36,008","26,660","Bush, George W.",Challenger,"8,969","Gore, Albert Jr.",Challenger,Green,122,"Nader, Ralph",Challenger,257,"17,691",R,74.04,24.91,.34,.71,74.83,25.17,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COOK,County,"3,944","2,279","Bush, George W.",Challenger,"1,639","Gore, Albert Jr.",Challenger,Green,3,"Nader, Ralph",Challenger,23,640,R,57.78,41.56,.08,.58,58.17,41.83,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,COWETA,County,"31,226","21,327","Bush, George W.",Challenger,"9,056","Gore, Albert Jr.",Challenger,Green,133,"Nader, Ralph",Challenger,710,"12,271",R,68.30,29.00,.43,2.27,70.19,29.81,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CRAWFORD,County,"3,567","1,987","Bush, George W.",Challenger,"1,513","Gore, Albert Jr.",Challenger,Green,5,"Nader, Ralph",Challenger,62,474,R,55.71,42.42,.14,1.74,56.77,43.23,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,CRISP,County,"5,609","3,285","Bush, George W.",Challenger,"2,268","Gore, Albert Jr.",Challenger,Green,1,"Nader, Ralph",Challenger,55,"1,017",R,58.57,40.44,.02,.98,59.16,40.84,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DADE,County,"5,049","3,333","Bush, George W.",Challenger,"1,628","Gore, Albert Jr.",Challenger,Green,13,"Nader, Ralph",Challenger,75,"1,705",R,66.01,32.24,.26,1.49,67.18,32.82,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DAWSON,County,"5,898","4,210","Bush, George W.",Challenger,"1,458","Gore, Albert Jr.",Challenger,Green,28,"Nader, Ralph",Challenger,202,"2,752",R,71.38,24.72,.47,3.42,74.28,25.72,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DECATUR,County,"7,648","4,187","Bush, George W.",Challenger,"3,398","Gore, Albert Jr.",Challenger,Green,13,"Nader, Ralph",Challenger,50,789,R,54.75,44.43,.17,.65,55.20,44.80,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DEKALB,County,"219,980","58,807","Bush, George W.",Challenger,"154,509","Gore, Albert Jr.",Challenger,Green,"1,930","Nader, Ralph",Challenger,"4,734","95,702",D,26.73,70.24,.88,2.15,27.57,72.43,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DODGE,County,"5,877","3,472","Bush, George W.",Challenger,"2,326","Gore, Albert Jr.",Challenger,Green,1,"Nader, Ralph",Challenger,78,"1,146",R,59.08,39.58,.02,1.33,59.88,40.12,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DOOLY,County,"3,520","1,588","Bush, George W.",Challenger,"1,901","Gore, Albert Jr.",Challenger,Green,N/A,"Nader, Ralph",Challenger,31,313,D,45.11,54.01,.00,.88,45.51,54.49,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
President,Georgia,20001107,N/A,DOUGHERTY,County,"29,064","12,248","Bush, George W.",Challenger,"16,650","Gore, Albert Jr.",Challenger,Green,68,"Nader, Ralph",Challenger,98,"4,402",D,42.14,57.29,.23,.34,42.38,57.62,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).","Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",
